Sector,Category,SubCategory,Metric,Calculated_Value,Calculation_Method,Data_Sources,Calculation_Date,Confidence_Level
Food & Beverages,Dairy Products,Milk & Cream,Top_Supplier_Concentration_Pct,31.66,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Dairy Products,Milk & Cream,Top3_Supplier_Concentration_Pct,70.3,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Dairy Products,Milk & Cream,Avg_Quality_Rating,4.51,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Dairy Products,Milk & Cream,Avg_Delivery_Rating,4.39,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Dairy Products,Milk & Cream,Regional_Risk_Score,57.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Dairy Products,Milk & Cream,Supplier_Risk_Score,38.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Dairy Products,Milk & Cream,Overall_Risk_Score,42.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Total_Spend_USD,7483300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Number_of_Transactions,18.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Top_Region_Concentration_Pct,55.67,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Top_Supplier_Concentration_Pct,35.12,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Top3_Supplier_Concentration_Pct,87.04,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Avg_Quality_Rating,4.5,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Canola Oil,Avg_Delivery_Rating,4.27,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Canola Oil,Regional_Risk_Score,66.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Supplier_Risk_Score,42.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Canola Oil,Overall_Risk_Score,47.6,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Total_Spend_USD,8192500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Number_of_Transactions,19.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Top_Region_Concentration_Pct,61.01,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Top_Supplier_Concentration_Pct,28.4,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Top3_Supplier_Concentration_Pct,74.49,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Avg_Quality_Rating,4.31,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Coconut Oil,Avg_Delivery_Rating,4.27,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Coconut Oil,Regional_Risk_Score,73.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Supplier_Risk_Score,34.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Coconut Oil,Overall_Risk_Score,46.9,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Total_Spend_USD,8952300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Number_of_Transactions,18.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Top_Region_Concentration_Pct,47.87,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Top_Supplier_Concentration_Pct,23.14,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Top3_Supplier_Concentration_Pct,57.5,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Avg_Quality_Rating,4.46,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Olive Oil,Avg_Delivery_Rating,4.37,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Olive Oil,Regional_Risk_Score,57.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Supplier_Risk_Score,27.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Olive Oil,Overall_Risk_Score,38.1,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Total_Spend_USD,8085000.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Number_of_Transactions,15.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Top_Region_Concentration_Pct,39.72,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Top_Supplier_Concentration_Pct,31.64,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Top3_Supplier_Concentration_Pct,73.13,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Avg_Quality_Rating,4.43,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Palm Oil,Avg_Delivery_Rating,4.24,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Palm Oil,Regional_Risk_Score,47.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Supplier_Risk_Score,38.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Palm Oil,Overall_Risk_Score,38.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Total_Spend_USD,6233700.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Top_Region_Concentration_Pct,56.56,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Top_Supplier_Concentration_Pct,36.29,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Top3_Supplier_Concentration_Pct,79.92,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Avg_Quality_Rating,4.53,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Peanut Oil,Avg_Delivery_Rating,3.96,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Peanut Oil,Regional_Risk_Score,67.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Supplier_Risk_Score,43.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Peanut Oil,Overall_Risk_Score,48.6,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Total_Spend_USD,8160300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Number_of_Transactions,15.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Top_Region_Concentration_Pct,65.32,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Top_Supplier_Concentration_Pct,29.0,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Top3_Supplier_Concentration_Pct,73.36,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Avg_Quality_Rating,4.35,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Rice Bran Oil,Avg_Delivery_Rating,4.18,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Rice Bran Oil,Regional_Risk_Score,78.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Supplier_Risk_Score,34.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Rice Bran Oil,Overall_Risk_Score,49.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Total_Spend_USD,3504200.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Number_of_Transactions,10.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Top_Region_Concentration_Pct,86.95,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Top_Supplier_Concentration_Pct,31.87,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Top3_Supplier_Concentration_Pct,67.84,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Avg_Quality_Rating,4.32,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Soybean Oil,Avg_Delivery_Rating,4.38,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Soybean Oil,Regional_Risk_Score,100.0,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Supplier_Risk_Score,38.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Soybean Oil,Overall_Risk_Score,59.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Total_Spend_USD,6633300.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Number_of_Transactions,16.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Top_Region_Concentration_Pct,48.17,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Top_Supplier_Concentration_Pct,29.1,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Top3_Supplier_Concentration_Pct,64.37,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Avg_Quality_Rating,4.47,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Sunflower Oil,Avg_Delivery_Rating,4.16,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Edible Oils,Sunflower Oil,Regional_Risk_Score,57.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Supplier_Risk_Score,34.9,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Edible Oils,Sunflower Oil,Overall_Risk_Score,41.1,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Total_Spend_USD,10039100.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Number_of_Transactions,21.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Top_Region_Concentration_Pct,51.51,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Top_Supplier_Concentration_Pct,21.84,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Top3_Supplier_Concentration_Pct,59.1,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Avg_Quality_Rating,4.43,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Grains & Cereals,Corn/Maize,Avg_Delivery_Rating,4.23,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Grains & Cereals,Corn/Maize,Regional_Risk_Score,61.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Supplier_Risk_Score,26.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Corn/Maize,Overall_Risk_Score,39.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Total_Spend_USD,8655500.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Number_of_Transactions,19.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Top_Region_Concentration_Pct,57.37,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Top_Supplier_Concentration_Pct,25.89,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Top3_Supplier_Concentration_Pct,56.99,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Avg_Quality_Rating,4.42,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Grains & Cereals,Rice,Avg_Delivery_Rating,4.2,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Grains & Cereals,Rice,Regional_Risk_Score,68.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Supplier_Risk_Score,31.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Rice,Overall_Risk_Score,44.0,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Total_Spend_USD,7850600.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Number_of_Suppliers,5.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Number_of_Transactions,12.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Top_Region_Concentration_Pct,44.56,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Top_Supplier_Concentration_Pct,39.25,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Top3_Supplier_Concentration_Pct,73.6,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Avg_Quality_Rating,4.44,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Grains & Cereals,Wheat,Avg_Delivery_Rating,4.52,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Grains & Cereals,Wheat,Regional_Risk_Score,53.5,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Supplier_Risk_Score,47.1,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Grains & Cereals,Wheat,Overall_Risk_Score,44.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Total_Spend_USD,8886800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Number_of_Transactions,23.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Top_Region_Concentration_Pct,63.91,MAX(Region_Spend)/Total_Spend*100 [Europe],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Top_Supplier_Concentration_Pct,25.2,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Top3_Supplier_Concentration_Pct,55.24,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Avg_Quality_Rating,4.43,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Packaging Materials,Aluminum Cans,Avg_Delivery_Rating,4.4,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Packaging Materials,Aluminum Cans,Regional_Risk_Score,76.7,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Supplier_Risk_Score,30.2,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Aluminum Cans,Overall_Risk_Score,46.8,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Total_Spend_USD,12328400.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Number_of_Suppliers,8.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Number_of_Transactions,23.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Top_Region_Concentration_Pct,47.31,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Top_Supplier_Concentration_Pct,19.71,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Top3_Supplier_Concentration_Pct,52.97,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Avg_Quality_Rating,4.48,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Packaging Materials,Food-Grade Plastics,Avg_Delivery_Rating,4.3,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Packaging Materials,Food-Grade Plastics,Regional_Risk_Score,56.8,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Supplier_Risk_Score,23.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Food-Grade Plastics,Overall_Risk_Score,36.2,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Total_Spend_USD,6611800.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Number_of_Transactions,13.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Top_Region_Concentration_Pct,59.44,MAX(Region_Spend)/Total_Spend*100 [APAC],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Top_Supplier_Concentration_Pct,24.54,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Top3_Supplier_Concentration_Pct,62.37,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Avg_Quality_Rating,4.54,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Packaging Materials,Glass Containers,Avg_Delivery_Rating,4.28,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Packaging Materials,Glass Containers,Regional_Risk_Score,71.3,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Supplier_Risk_Score,29.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Packaging Materials,Glass Containers,Overall_Risk_Score,44.3,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Total_Spend_USD,15083000.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Number_of_Suppliers,6.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Number_of_Transactions,17.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Top_Region_Concentration_Pct,52.82,MAX(Region_Spend)/Total_Spend*100 [Americas],spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Top_Supplier_Concentration_Pct,38.86,MAX(Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Top3_Supplier_Concentration_Pct,67.51,SUM(Top3_Supplier_Spend)/Total_Spend*100,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Avg_Quality_Rating,4.52,AVG(Quality_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Proteins,Beef,Avg_Delivery_Rating,4.31,AVG(Delivery_Rating),spend_data.csv,2026-01-03,MEDIUM
Food & Beverages,Proteins,Beef,Regional_Risk_Score,63.4,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Supplier_Risk_Score,46.6,Concentration_Based_Risk_Calculation,spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Beef,Overall_Risk_Score,48.0,WEIGHTED_AVG(Regional*0.4 + Supplier*0.4 + DataRisk*0.2),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Poultry,Total_Spend_USD,16346000.0,SUM(Spend_USD),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Poultry,Number_of_Suppliers,7.0,COUNT(DISTINCT Supplier_ID),spend_data.csv,2026-01-03,HIGH
Food & Beverages,Proteins,Poultry,Number_of_Transactions,20.0,COUNT(*),spend_data.csv,2026-01-03,HIGH
